numbr,symbol,category
1000,ER_HASHCHK,common
1001,ER_NISAMCHK,common
1002,ER_NO,common
1003,ER_YES,common
1004,ER_CANT_CREATE_FILE,common
1005,ER_CANT_CREATE_TABLE,common
1006,ER_CANT_CREATE_DB,common
1007,ER_DB_CREATE_EXISTS,common
1008,ER_DB_DROP_EXISTS,common
1009,ER_DB_DROP_DELETE,common
1010,ER_DB_DROP_RMDIR,common
1011,ER_CANT_DELETE_FILE,common
1012,ER_CANT_FIND_SYSTEM_REC,common
1013,ER_CANT_GET_STAT,common
1014,ER_CANT_GET_WD,common
1015,ER_CANT_LOCK,common
1016,ER_CANT_OPEN_FILE,common
1017,ER_FILE_NOT_FOUND,common
1018,ER_CANT_READ_DIR,common
1019,ER_CANT_SET_WD,common
1020,ER_CHECKREAD,common
1021,ER_DISK_FULL,common
1022,ER_DUP_KEY,common
1023,ER_ERROR_ON_CLOSE,common
1024,ER_ERROR_ON_READ,common
1025,ER_ERROR_ON_RENAME,common
1026,ER_ERROR_ON_WRITE,common
1027,ER_FILE_USED,common
1028,ER_FILSORT_ABORT,common
1029,ER_FORM_NOT_FOUND,common
1030,ER_GET_ERRNO,common
1031,ER_ILLEGAL_HA,common
1032,ER_KEY_NOT_FOUND,common
1033,ER_NOT_FORM_FILE,common
1034,ER_NOT_KEYFILE,common
1035,ER_OLD_KEYFILE,common
1036,ER_OPEN_AS_READONLY,common
1037,ER_OUTOFMEMORY,common
1038,ER_OUT_OF_SORTMEMORY,common
1039,ER_UNEXPECTED_EOF,common
1040,ER_CON_COUNT_ERROR,common
1041,ER_OUT_OF_RESOURCES,common
1042,ER_BAD_HOST_ERROR,common
1043,ER_HANDSHAKE_ERROR,common
1044,ER_DBACCESS_DENIED_ERROR,common
1045,ER_ACCESS_DENIED_ERROR,common
1046,ER_NO_DB_ERROR,common
1047,ER_UNKNOWN_COM_ERROR,common
1048,ER_BAD_NULL_ERROR,common
1049,ER_BAD_DB_ERROR,common
1050,ER_TABLE_EXISTS_ERROR,common
1051,ER_BAD_TABLE_ERROR,common
1052,ER_NON_UNIQ_ERROR,common
1053,ER_SERVER_SHUTDOWN,common
1054,ER_BAD_FIELD_ERROR,common
1055,ER_WRONG_FIELD_WITH_GROUP,common
1056,ER_WRONG_GROUP_FIELD,common
1057,ER_WRONG_SUM_SELECT,common
1058,ER_WRONG_VALUE_COUNT,common
1059,ER_TOO_LONG_IDENT,common
1060,ER_DUP_FIELDNAME,common
1061,ER_DUP_KEYNAME,common
1062,ER_DUP_ENTRY,common
1063,ER_WRONG_FIELD_SPEC,common
1064,ER_PARSE_ERROR,common
1065,ER_EMPTY_QUERY,common
1066,ER_NONUNIQ_TABLE,common
1067,ER_INVALID_DEFAULT,common
1068,ER_MULTIPLE_PRI_KEY,common
1069,ER_TOO_MANY_KEYS,common
1070,ER_TOO_MANY_KEY_PARTS,common
1071,ER_TOO_LONG_KEY,common
1072,ER_KEY_COLUMN_DOES_NOT_EXITS,common
1073,ER_BLOB_USED_AS_KEY,common
1074,ER_TOO_BIG_FIELDLENGTH,common
1075,ER_WRONG_AUTO_KEY,common
1076,ER_BINLOG_CANT_DELETE_GTID_DOMAIN,mariadb
1076,ER_READY,mysql
1077,ER_NORMAL_SHUTDOWN,common
1078,ER_GOT_SIGNAL,common
1079,ER_SHUTDOWN_COMPLETE,common
1080,ER_FORCING_CLOSE,common
1081,ER_IPSOCK_ERROR,common
1082,ER_NO_SUCH_INDEX,common
1083,ER_WRONG_FIELD_TERMINATORS,common
1084,ER_BLOBS_AND_NO_TERMINATED,common
1085,ER_TEXTFILE_NOT_READABLE,common
1086,ER_FILE_EXISTS_ERROR,common
1087,ER_LOAD_INFO,common
1088,ER_ALTER_INFO,common
1089,ER_WRONG_SUB_KEY,common
1090,ER_CANT_REMOVE_ALL_FIELDS,common
1091,ER_CANT_DROP_FIELD_OR_KEY,common
1092,ER_INSERT_INFO,common
1093,ER_UPDATE_TABLE_USED,common
1094,ER_NO_SUCH_THREAD,common
1095,ER_KILL_DENIED_ERROR,common
1096,ER_NO_TABLES_USED,common
1097,ER_TOO_BIG_SET,common
1098,ER_NO_UNIQUE_LOGFILE,common
1099,ER_TABLE_NOT_LOCKED_FOR_WRITE,common
1100,ER_TABLE_NOT_LOCKED,common
1101,ER_BLOB_CANT_HAVE_DEFAULT,mysql
1102,ER_WRONG_DB_NAME,common
1103,ER_WRONG_TABLE_NAME,common
1104,ER_TOO_BIG_SELECT,common
1105,ER_UNKNOWN_ERROR,common
1106,ER_UNKNOWN_PROCEDURE,common
1107,ER_WRONG_PARAMCOUNT_TO_PROCEDURE,common
1108,ER_WRONG_PARAMETERS_TO_PROCEDURE,common
1109,ER_UNKNOWN_TABLE,common
1110,ER_FIELD_SPECIFIED_TWICE,common
1111,ER_INVALID_GROUP_FUNC_USE,common
1112,ER_UNSUPPORTED_EXTENSION,common
1113,ER_TABLE_MUST_HAVE_COLUMNS,common
1114,ER_RECORD_FILE_FULL,common
1115,ER_UNKNOWN_CHARACTER_SET,common
1116,ER_TOO_MANY_TABLES,common
1117,ER_TOO_MANY_FIELDS,common
1118,ER_TOO_BIG_ROWSIZE,common
1119,ER_STACK_OVERRUN,common
1120,ER_WRONG_OUTER_JOIN,mariadb
1120,ER_WRONG_OUTER_JOIN_UNUSED,mysql
1121,ER_NULL_COLUMN_IN_INDEX,common
1122,ER_CANT_FIND_UDF,common
1123,ER_CANT_INITIALIZE_UDF,common
1124,ER_UDF_NO_PATHS,common
1125,ER_UDF_EXISTS,common
1126,ER_CANT_OPEN_LIBRARY,common
1127,ER_CANT_FIND_DL_ENTRY,common
1128,ER_FUNCTION_NOT_DEFINED,common
1129,ER_HOST_IS_BLOCKED,common
1130,ER_HOST_NOT_PRIVILEGED,common
1131,ER_PASSWORD_ANONYMOUS_USER,common
1132,ER_PASSWORD_NOT_ALLOWED,common
1133,ER_PASSWORD_NO_MATCH,common
1134,ER_UPDATE_INFO,common
1135,ER_CANT_CREATE_THREAD,common
1136,ER_WRONG_VALUE_COUNT_ON_ROW,common
1137,ER_CANT_REOPEN_TABLE,common
1138,ER_INVALID_USE_OF_NULL,common
1139,ER_REGEXP_ERROR,common
1140,ER_MIX_OF_GROUP_FUNC_AND_FIELDS,common
1141,ER_NONEXISTING_GRANT,common
1142,ER_TABLEACCESS_DENIED_ERROR,common
1143,ER_COLUMNACCESS_DENIED_ERROR,common
1144,ER_ILLEGAL_GRANT_FOR_TABLE,common
1145,ER_GRANT_WRONG_HOST_OR_USER,common
1146,ER_NO_SUCH_TABLE,common
1147,ER_NONEXISTING_TABLE_GRANT,common
1148,ER_NOT_ALLOWED_COMMAND,common
1149,ER_SYNTAX_ERROR,common
1150,ER_DELAYED_CANT_CHANGE_LOCK,mariadb
1151,ER_TOO_MANY_DELAYED_THREADS,mariadb
1152,ER_ABORTING_CONNECTION,common
1153,ER_NET_PACKET_TOO_LARGE,common
1154,ER_NET_READ_ERROR_FROM_PIPE,common
1155,ER_NET_FCNTL_ERROR,common
1156,ER_NET_PACKETS_OUT_OF_ORDER,common
1157,ER_NET_UNCOMPRESS_ERROR,common
1158,ER_NET_READ_ERROR,common
1159,ER_NET_READ_INTERRUPTED,common
1160,ER_NET_ERROR_ON_WRITE,common
1161,ER_NET_WRITE_INTERRUPTED,common
1162,ER_TOO_LONG_STRING,common
1163,ER_TABLE_CANT_HANDLE_BLOB,common
1164,ER_TABLE_CANT_HANDLE_AUTO_INCREMENT,common
1165,ER_DELAYED_INSERT_TABLE_LOCKED,mariadb
1166,ER_WRONG_COLUMN_NAME,common
1167,ER_WRONG_KEY_COLUMN,common
1168,ER_WRONG_MRG_TABLE,common
1169,ER_DUP_UNIQUE,common
1170,ER_BLOB_KEY_WITHOUT_LENGTH,common
1171,ER_PRIMARY_CANT_HAVE_NULL,common
1172,ER_TOO_MANY_ROWS,common
1173,ER_REQUIRES_PRIMARY_KEY,common
1174,ER_NO_RAID_COMPILED,common
1175,ER_UPDATE_WITHOUT_KEY_IN_SAFE_MODE,common
1176,ER_KEY_DOES_NOT_EXISTS,mariadb
1176,ER_KEY_DOES_NOT_EXITS,mysql
1177,ER_CHECK_NO_SUCH_TABLE,common
1178,ER_CHECK_NOT_IMPLEMENTED,common
1179,ER_CANT_DO_THIS_DURING_AN_TRANSACTION,common
1180,ER_ERROR_DURING_COMMIT,common
1181,ER_ERROR_DURING_ROLLBACK,common
1182,ER_ERROR_DURING_FLUSH_LOGS,common
1183,ER_ERROR_DURING_CHECKPOINT,common
1184,ER_NEW_ABORTING_CONNECTION,common
1185,ER_DUMP_NOT_IMPLEMENTED,mysql
1186,ER_FLUSH_MASTER_BINLOG_CLOSED,common
1187,ER_INDEX_REBUILD,common
1188,ER_MASTER,common
1189,ER_MASTER_NET_READ,common
1190,ER_MASTER_NET_WRITE,common
1191,ER_FT_MATCHING_KEY_NOT_FOUND,common
1192,ER_LOCK_OR_ACTIVE_TRANSACTION,common
1193,ER_UNKNOWN_SYSTEM_VARIABLE,common
1194,ER_CRASHED_ON_USAGE,common
1195,ER_CRASHED_ON_REPAIR,common
1196,ER_WARNING_NOT_COMPLETE_ROLLBACK,common
1197,ER_TRANS_CACHE_FULL,common
1198,ER_SLAVE_MUST_STOP,common
1199,ER_SLAVE_NOT_RUNNING,common
1200,ER_BAD_SLAVE,common
1201,ER_MASTER_INFO,common
1202,ER_SLAVE_THREAD,common
1203,ER_TOO_MANY_USER_CONNECTIONS,common
1204,ER_SET_CONSTANTS_ONLY,common
1205,ER_LOCK_WAIT_TIMEOUT,common
1206,ER_LOCK_TABLE_FULL,common
1207,ER_READ_ONLY_TRANSACTION,common
1208,ER_DROP_DB_WITH_READ_LOCK,common
1209,ER_CREATE_DB_WITH_READ_LOCK,common
1210,ER_WRONG_ARGUMENTS,common
1211,ER_NO_PERMISSION_TO_CREATE_USER,common
1212,ER_UNION_TABLES_IN_DIFFERENT_DIR,common
1213,ER_LOCK_DEADLOCK,common
1214,ER_TABLE_CANT_HANDLE_FT,common
1215,ER_CANNOT_ADD_FOREIGN,common
1216,ER_NO_REFERENCED_ROW,common
1217,ER_ROW_IS_REFERENCED,common
1218,ER_CONNECT_TO_MASTER,common
1219,ER_QUERY_ON_MASTER,common
1220,ER_ERROR_WHEN_EXECUTING_COMMAND,common
1221,ER_WRONG_USAGE,common
1222,ER_WRONG_NUMBER_OF_COLUMNS_IN_SELECT,common
1223,ER_CANT_UPDATE_WITH_READLOCK,common
1224,ER_MIXING_NOT_ALLOWED,common
1225,ER_DUP_ARGUMENT,common
1226,ER_USER_LIMIT_REACHED,common
1227,ER_SPECIFIC_ACCESS_DENIED_ERROR,common
1228,ER_LOCAL_VARIABLE,common
1229,ER_GLOBAL_VARIABLE,common
1230,ER_NO_DEFAULT,common
1231,ER_WRONG_VALUE_FOR_VAR,common
1232,ER_WRONG_TYPE_FOR_VAR,common
1233,ER_VAR_CANT_BE_READ,common
1234,ER_CANT_USE_OPTION_HERE,common
1235,ER_NOT_SUPPORTED_YET,common
1236,ER_MASTER_FATAL_ERROR_READING_BINLOG,common
1237,ER_SLAVE_IGNORED_TABLE,common
1238,ER_INCORRECT_GLOBAL_LOCAL_VAR,common
1239,ER_WRONG_FK_DEF,common
1240,ER_KEY_REF_DO_NOT_MATCH_TABLE_REF,common
1241,ER_OPERAND_COLUMNS,common
1242,ER_SUBQUERY_NO_1_ROW,common
1243,ER_UNKNOWN_STMT_HANDLER,common
1244,ER_CORRUPT_HELP_DB,common
1245,ER_CYCLIC_REFERENCE,common
1246,ER_AUTO_CONVERT,common
1247,ER_ILLEGAL_REFERENCE,common
1248,ER_DERIVED_MUST_HAVE_ALIAS,common
1249,ER_SELECT_REDUCED,common
1250,ER_TABLENAME_NOT_ALLOWED_HERE,common
1251,ER_NOT_SUPPORTED_AUTH_MODE,common
1252,ER_SPATIAL_CANT_HAVE_NULL,common
1253,ER_COLLATION_CHARSET_MISMATCH,common
1254,ER_SLAVE_WAS_RUNNING,common
1255,ER_SLAVE_WAS_NOT_RUNNING,common
1256,ER_TOO_BIG_FOR_UNCOMPRESS,common
1257,ER_ZLIB_Z_MEM_ERROR,common
1258,ER_ZLIB_Z_BUF_ERROR,common
1259,ER_ZLIB_Z_DATA_ERROR,common
1260,ER_CUT_VALUE_GROUP_CONCAT,common
1261,ER_WARN_TOO_FEW_RECORDS,common
1262,ER_WARN_TOO_MANY_RECORDS,common
1263,ER_WARN_NULL_TO_NOTNULL,common
1264,ER_WARN_DATA_OUT_OF_RANGE,common
1265,WARN_DATA_TRUNCATED,common
1266,ER_WARN_USING_OTHER_HANDLER,common
1267,ER_CANT_AGGREGATE_2COLLATIONS,common
1268,ER_DROP_USER,common
1269,ER_REVOKE_GRANTS,common
1270,ER_CANT_AGGREGATE_3COLLATIONS,common
1271,ER_CANT_AGGREGATE_NCOLLATIONS,common
1272,ER_VARIABLE_IS_NOT_STRUCT,common
1273,ER_UNKNOWN_COLLATION,common
1274,ER_SLAVE_IGNORED_SSL_PARAMS,common
1275,ER_SERVER_IS_IN_SECURE_AUTH_MODE,common
1276,ER_WARN_FIELD_RESOLVED,common
1277,ER_BAD_SLAVE_UNTIL_COND,common
1278,ER_MISSING_SKIP_SLAVE,common
1279,ER_UNTIL_COND_IGNORED,common
1280,ER_WRONG_NAME_FOR_INDEX,common
1281,ER_WRONG_NAME_FOR_CATALOG,common
1282,ER_WARN_QC_RESIZE,common
1283,ER_BAD_FT_COLUMN,common
1284,ER_UNKNOWN_KEY_CACHE,common
1285,ER_WARN_HOSTNAME_WONT_WORK,common
1286,ER_UNKNOWN_STORAGE_ENGINE,common
1287,ER_WARN_DEPRECATED_SYNTAX,common
1288,ER_NON_UPDATABLE_TABLE,common
1289,ER_FEATURE_DISABLED,common
1290,ER_OPTION_PREVENTS_STATEMENT,common
1291,ER_DUPLICATED_VALUE_IN_TYPE,common
1292,ER_TRUNCATED_WRONG_VALUE,common
1293,ER_TOO_MUCH_AUTO_TIMESTAMP_COLS,common
1294,ER_INVALID_ON_UPDATE,common
1295,ER_UNSUPPORTED_PS,common
1296,ER_GET_ERRMSG,common
1297,ER_GET_TEMPORARY_ERRMSG,common
1298,ER_UNKNOWN_TIME_ZONE,common
1299,ER_WARN_INVALID_TIMESTAMP,common
1300,ER_INVALID_CHARACTER_STRING,common
1301,ER_WARN_ALLOWED_PACKET_OVERFLOWED,common
1302,ER_CONFLICTING_DECLARATIONS,common
1303,ER_SP_NO_RECURSIVE_CREATE,common
1304,ER_SP_ALREADY_EXISTS,common
1305,ER_SP_DOES_NOT_EXIST,common
1306,ER_SP_DROP_FAILED,common
1307,ER_SP_STORE_FAILED,common
1308,ER_SP_LILABEL_MISMATCH,common
1309,ER_SP_LABEL_REDEFINE,common
1310,ER_SP_LABEL_MISMATCH,common
1311,ER_SP_UNINIT_VAR,common
1312,ER_SP_BADSELECT,common
1313,ER_SP_BADRETURN,common
1314,ER_SP_BADSTATEMENT,common
1315,ER_UPDATE_LOG_DEPRECATED_IGNORED,common
1316,ER_UPDATE_LOG_DEPRECATED_TRANSLATED,common
1317,ER_QUERY_INTERRUPTED,common
1318,ER_SP_WRONG_NO_OF_ARGS,common
1319,ER_SP_COND_MISMATCH,common
1320,ER_SP_NORETURN,common
1321,ER_SP_NORETURNEND,common
1322,ER_SP_BAD_CURSOR_QUERY,common
1323,ER_SP_BAD_CURSOR_SELECT,common
1324,ER_SP_CURSOR_MISMATCH,common
1325,ER_SP_CURSOR_ALREADY_OPEN,common
1326,ER_SP_CURSOR_NOT_OPEN,common
1327,ER_SP_UNDECLARED_VAR,common
1328,ER_SP_WRONG_NO_OF_FETCH_ARGS,common
1329,ER_SP_FETCH_NO_DATA,common
1330,ER_SP_DUP_PARAM,common
1331,ER_SP_DUP_VAR,common
1332,ER_SP_DUP_COND,common
1333,ER_SP_DUP_CURS,common
1334,ER_SP_CANT_ALTER,common
1335,ER_SP_SUBSELECT_NYI,common
1336,ER_STMT_NOT_ALLOWED_IN_SF_OR_TRG,common
1337,ER_SP_VARCOND_AFTER_CURSHNDLR,common
1338,ER_SP_CURSOR_AFTER_HANDLER,common
1339,ER_SP_CASE_NOT_FOUND,common
1340,ER_FPARSER_TOO_BIG_FILE,common
1341,ER_FPARSER_BAD_HEADER,common
1342,ER_FPARSER_EOF_IN_COMMENT,common
1343,ER_FPARSER_ERROR_IN_PARAMETER,common
1344,ER_FPARSER_EOF_IN_UNKNOWN_PARAMETER,common
1345,ER_VIEW_NO_EXPLAIN,common
1346,ER_FRM_UNKNOWN_TYPE,common
1347,ER_WRONG_OBJECT,common
1348,ER_NONUPDATEABLE_COLUMN,common
1349,ER_VIEW_SELECT_DERIVED,mariadb
1349,ER_VIEW_SELECT_DERIVED_UNUSED,mysql
1350,ER_VIEW_SELECT_CLAUSE,common
1351,ER_VIEW_SELECT_VARIABLE,common
1352,ER_VIEW_SELECT_TMPTABLE,common
1353,ER_VIEW_WRONG_LIST,common
1354,ER_WARN_VIEW_MERGE,common
1355,ER_WARN_VIEW_WITHOUT_KEY,common
1356,ER_VIEW_INVALID,common
1357,ER_SP_NO_DROP_SP,common
1358,ER_SP_GOTO_IN_HNDLR,common
1359,ER_TRG_ALREADY_EXISTS,common
1360,ER_TRG_DOES_NOT_EXIST,common
1361,ER_TRG_ON_VIEW_OR_TEMP_TABLE,common
1362,ER_TRG_CANT_CHANGE_ROW,common
1363,ER_TRG_NO_SUCH_ROW_IN_TRG,common
1364,ER_NO_DEFAULT_FOR_FIELD,common
1365,ER_DIVISION_BY_ZERO,common
1366,ER_TRUNCATED_WRONG_VALUE_FOR_FIELD,common
1367,ER_ILLEGAL_VALUE_FOR_TYPE,common
1368,ER_VIEW_NONUPD_CHECK,common
1369,ER_VIEW_CHECK_FAILED,common
1370,ER_PROCACCESS_DENIED_ERROR,common
1371,ER_RELAY_LOG_FAIL,common
1372,ER_PASSWD_LENGTH,common
1373,ER_UNKNOWN_TARGET_BINLOG,common
1374,ER_IO_ERR_LOG_INDEX_READ,common
1375,ER_BINLOG_PURGE_PROHIBITED,common
1376,ER_FSEEK_FAIL,common
1377,ER_BINLOG_PURGE_FATAL_ERR,common
1378,ER_LOG_IN_USE,common
1379,ER_LOG_PURGE_UNKNOWN_ERR,common
1380,ER_RELAY_LOG_INIT,common
1381,ER_NO_BINARY_LOGGING,common
1382,ER_RESERVED_SYNTAX,common
1383,ER_WSAS_FAILED,common
1384,ER_DIFF_GROUPS_PROC,common
1385,ER_NO_GROUP_FOR_PROC,common
1386,ER_ORDER_WITH_PROC,common
1387,ER_LOGGING_PROHIBIT_CHANGING_OF,common
1388,ER_NO_FILE_MAPPING,common
1389,ER_WRONG_MAGIC,common
1390,ER_PS_MANY_PARAM,common
1391,ER_KEY_PART_0,common
1392,ER_VIEW_CHECKSUM,common
1393,ER_VIEW_MULTIUPDATE,common
1394,ER_VIEW_NO_INSERT_FIELD_LIST,common
1395,ER_VIEW_DELETE_MERGE_VIEW,common
1396,ER_CANNOT_USER,common
1397,ER_XAER_NOTA,common
1398,ER_XAER_INVAL,common
1399,ER_XAER_RMFAIL,common
1400,ER_XAER_OUTSIDE,common
1401,ER_XAER_RMERR,common
1402,ER_XA_RBROLLBACK,common
1403,ER_NONEXISTING_PROC_GRANT,common
1404,ER_PROC_AUTO_GRANT_FAIL,common
1405,ER_PROC_AUTO_REVOKE_FAIL,common
1406,ER_DATA_TOO_LONG,common
1407,ER_SP_BAD_SQLSTATE,common
1408,ER_STARTUP,common
1409,ER_LOAD_FROM_FIXED_SIZE_ROWS_TO_VAR,common
1410,ER_CANT_CREATE_USER_WITH_GRANT,common
1411,ER_WRONG_VALUE_FOR_TYPE,common
1412,ER_TABLE_DEF_CHANGED,common
1413,ER_SP_DUP_HANDLER,common
1414,ER_SP_NOT_VAR_ARG,common
1415,ER_SP_NO_RETSET,common
1416,ER_CANT_CREATE_GEOMETRY_OBJECT,common
1417,ER_FAILED_ROUTINE_BREAK_BINLOG,common
1418,ER_BINLOG_UNSAFE_ROUTINE,common
1419,ER_BINLOG_CREATE_ROUTINE_NEED_SUPER,common
1420,ER_EXEC_STMT_WITH_OPEN_CURSOR,common
1421,ER_STMT_HAS_NO_OPEN_CURSOR,common
1422,ER_COMMIT_NOT_ALLOWED_IN_SF_OR_TRG,common
1423,ER_NO_DEFAULT_FOR_VIEW_FIELD,common
1424,ER_SP_NO_RECURSION,common
1425,ER_TOO_BIG_SCALE,common
1426,ER_TOO_BIG_PRECISION,common
1427,ER_M_BIGGER_THAN_D,common
